Pattern,Metric_Success,Metric_Unsuccess,Diff,AbsDiff
FCBCB,0.000801953851201108,0.000315723005683014,0.00048623084551809395,0.00048623084551809395
FDC,0.00203777155125359,0.00252180308920878,-0.00048403153795519016,0.00048403153795519016
EDED,0.00163892632115671,0.00115673799884326,0.00048218832231344995,0.00048218832231344995
DBE,0.00152832866344019,0.00105075128717032,0.00047757737626986994,0.00047757737626986994
BDBDBD,0.000474296763836695,0.0,0.000474296763836695,0.000474296763836695
CFCBCB,0.000474296763836695,0.0,0.000474296763836695,0.000474296763836695
BCBCFB,0.0,0.000473958607614934,-0.000473958607614934,0.000473958607614934
ECBCF,0.000473881821164291,0.0,0.000473881821164291,0.000473881821164291
DECBC,0.000473881821164291,0.0,0.000473881821164291,0.000473881821164291
CECFC,0.000473881821164291,0.0,0.000473881821164291,0.000473881821164291
BFCB,0.000946935207779437,0.000473210999526789,0.000473724208252648,0.000473724208252648
DEBC,0.000473467603889718,0.0,0.000473467603889718,0.000473467603889718
CHCD,0.0,0.000473210999526789,-0.000473210999526789,0.000473210999526789
CFH,0.0,0.000472838079226647,-0.000472838079226647,0.000472838079226647
BDE,0.00189221644044976,0.00236419039613323,-0.00047197395568346996,0.00047197395568346996
CDCBD,0.0008384062989829759,0.000368343506630183,0.00047006279235279296,0.00047006279235279296
DCBDC,0.0008384062989829759,0.000368343506630183,0.00047006279235279296,0.00047006279235279296
BEDE,0.000837673453035655,0.000368052999631947,0.00046962045340370804,0.00046962045340370804
ECH,0.000109166333102871,0.000577913207943679,-0.000468746874840808,0.000468746874840808
CDBCD,0.000729048955637371,0.000263102504735845,0.00046594645090152604,0.00046594645090152604
CBFC,0.00120187930218159,0.000736105999263894,0.000465773302917696,0.000465773302917696
BCDCF,0.000619691612291765,0.000157861502841507,0.00046183010945025804,0.00046183010945025804
DCEB,0.00109261754743781,0.000630947999369052,0.0004616695480687581,0.0004616695480687581
HFH,0.000327498999308613,0.000788063465377745,-0.000460564466069132,0.000460564466069132
DBCD,0.00193029100047346,0.00147221199852778,0.00045807900194568007,0.00045807900194568007
CBDCB,0.000765501403419239,0.000315723005683014,0.000449778397736225,0.000449778397736225
BECB,0.000764832283206468,0.000315473999684526,0.00044935828352194194,0.00044935828352194194
FDF,0.000654997998617226,0.00110328885152884,-0.0004482908529116141,0.0004482908529116141
EDEDED,0.000437812397387719,0.0,0.000437812397387719,0.000437812397387719
ECDEC,0.000437429373382422,0.0,0.000437429373382422,0.000437429373382422
BGBC,0.000437047018975124,0.0,0.000437047018975124,0.000437047018975124
GCBC,0.000437047018975124,0.0,0.000437047018975124,0.000437047018975124
GEC,0.000436665332411484,0.0,0.000436665332411484,0.000436665332411484
HED,0.000145555110803828,0.000577913207943679,-0.00043235809713985094,0.00043235809713985094
FCDCB,0.000583239164509896,0.000157861502841507,0.000425377661668389,0.000425377661668389
FED,0.00036388777700957,0.000788063465377745,-0.000424175688368175,0.000424175688368175
HCFC,0.0,0.000420631999579368,-0.000420631999579368,0.000420631999579368
EBFB,0.0,0.000420631999579368,-0.000420631999579368,0.000420631999579368
FEFD,0.0,0.000420631999579368,-0.000420631999579368,0.000420631999579368
DHCD,0.000218523509487562,0.000630947999369052,-0.00041242448988148997,0.00041242448988148997
CEF,0.00127360721953349,0.00168120205947252,-0.00040759483993902984,0.00040759483993902984
CDCBCDC,0.00040167975168888,0.0,0.00040167975168888,0.00040167975168888
CFCDCB,0.000401328030938742,0.0,0.000401328030938742,0.000401328030938742
CBCDEC,0.000401328030938742,0.0,0.000401328030938742,0.000401328030938742
CBCDCF,0.000401328030938742,0.0,0.000401328030938742,0.000401328030938742
BCECD,0.000400976925600554,0.0,0.000400976925600554,0.000400976925600554
CDEBE,0.000400976925600554,0.0,0.000400976925600554,0.000400976925600554
DEDEB,0.000400976925600554,0.0,0.000400976925600554,0.000400976925600554
EBDB,0.000400626434060531,0.0,0.000400626434060531,0.000400626434060531
CDEF,0.000400626434060531,0.0,0.000400626434060531,0.000400626434060531
DCFB,0.000400626434060531,0.0,0.000400626434060531,0.000400626434060531
CFCG,0.000400626434060531,0.0,0.000400626434060531,0.000400626434060531
GBCB,0.000400626434060531,0.0,0.000400626434060531,0.000400626434060531
CGC,0.000400276554710527,0.0,0.000400276554710527,0.000400276554710527
EFEB,0.000182102924572968,0.000578368999421631,-0.00039626607484866296,0.00039626607484866296
CDF,0.00254721443906699,0.00215404013869917,0.00039317430036782007,0.00039317430036782007
CBCDB,0.000656144060073633,0.000263102504735845,0.000393041555337788,0.000393041555337788
DEF,0.00101888577562679,0.000630450772302196,0.000388435003324594,0.000388435003324594
CDEB,0.000910514622864843,0.00052578999947421,0.000384724623390633,0.000384724623390633
BCH,0.000509442887813398,0.000893138594094777,-0.00038369570628137895,0.00038369570628137895
EDEB,0.00127472047201078,0.000893842999106157,0.0003808774729046231,0.0003808774729046231
FDCE,0.000145682339658374,0.00052578999947421,-0.00038010765981583605,0.00038010765981583605
DEBF,0.000145682339658374,0.00052578999947421,-0.00038010765981583605,0.00038010765981583605
CHE,0.000145555110803828,0.000525375643585163,-0.000379820532781335,0.000379820532781335
CDBCB,0.000692596507855502,0.000315723005683014,0.00037687350217248795,0.00037687350217248795
EBE,0.00342054510388996,0.00304717873279394,0.0003733663710960202,0.0003733663710960202
BDCB,0.00152966456641293,0.00115673799884326,0.00037292656756967007,0.00037292656756967007
CFBCBC,0.0,0.000368634472589393,-0.000368634472589393,0.000368634472589393
CFCFB,0.0,0.000368343506630183,-0.000368343506630183,0.000368343506630183
ECECE,0.0,0.000368343506630183,-0.000368343506630183,0.000368343506630183
BCHC,0.0,0.000368052999631947,-0.000368052999631947,0.000368052999631947
FBEC,0.0,0.000368052999631947,-0.000368052999631947,0.000368052999631947
CFEF,0.0,0.000368052999631947,-0.000368052999631947,0.000368052999631947
HBCD,0.0,0.000368052999631947,-0.000368052999631947,0.000368052999631947
EFBD,0.0,0.000368052999631947,-0.000368052999631947,0.000368052999631947
CDHD,0.0,0.000368052999631947,-0.000368052999631947,0.000368052999631947
FEBE,0.0,0.000368052999631947,-0.000368052999631947,0.000368052999631947
BHF,0.0,0.000367762950509614,-0.000367762950509614,0.000367762950509614
DHF,0.0,0.000367762950509614,-0.000367762950509614,0.000367762950509614
CHF,0.0,0.000367762950509614,-0.000367762950509614,0.000367762950509614
HFC,0.0,0.000367762950509614,-0.000367762950509614,0.000367762950509614
CBCDCDC,0.000365163410626255,0.0,0.000365163410626255,0.000365163410626255
BCDCDCD,0.000365163410626255,0.0,0.000365163410626255,0.000365163410626255
CDCBCBC,0.000365163410626255,0.0,0.000365163410626255,0.000365163410626255
CDCBCF,0.000364843664489766,0.0,0.000364843664489766,0.000364843664489766
BCDCFC,0.000364843664489766,0.0,0.000364843664489766,0.000364843664489766
CDCFCD,0.000364843664489766,0.0,0.000364843664489766,0.000364843664489766
BDCBD,0.000364524477818685,0.0,0.000364524477818685,0.000364524477818685
CFDBC,0.000364524477818685,0.0,0.000364524477818685,0.000364524477818685
DCBDB,0.000364524477818685,0.0,0.000364524477818685,0.000364524477818685
CBECB,0.000364524477818685,0.0,0.000364524477818685,0.000364524477818685
BCECB,0.000364524477818685,0.0,0.000364524477818685,0.000364524477818685
CBDBD,0.000364524477818685,0.0,0.000364524477818685,0.000364524477818685
DBFC,0.000364205849145937,0.0,0.000364205849145937,0.000364205849145937
BFDC,0.000364205849145937,0.0,0.000364205849145937,0.000364205849145937
GBCD,0.000364205849145937,0.0,0.000364205849145937,0.000364205849145937
CDBE,0.000364205849145937,0.0,0.000364205849145937,0.000364205849145937
GCD,0.00036388777700957,0.0,0.00036388777700957,0.00036388777700957
FCFB,0.000218523509487562,0.000578368999421631,-0.0003598454899340689,0.0003598454899340689
EBCB,0.000619149943548093,0.000262894999737105,0.000356254943810988,0.000356254943810988
EFCB,0.000619149943548093,0.000262894999737105,0.000356254943810988,0.000356254943810988
FBD,0.00149193988573923,0.00183881475254807,-0.0003468748668088398,0.0003468748668088398
ECD,0.00596775954295695,0.00562151938636124,0.00034624015659570975,0.00034624015659570975
CFCBCD,0.000656718596081579,0.000315972405076623,0.000340746191004956,0.000340746191004956
EBEF,0.000291364679316749,0.000630947999369052,-0.000339583320052303,0.000339583320052303
BDB,0.00549470543284451,0.00583166964379531,-0.0003369642109507997,0.0003369642109507997
ECDCB,0.000546786716728028,0.000210482003788676,0.00033630471293935203,0.00033630471293935203
ECBCD,0.000546786716728028,0.000210482003788676,0.00033630471293935203,0.00033630471293935203
BDEB,0.000546308773718905,0.000210315999789684,0.0003359927739292211,0.0003359927739292211
ECDC,0.00185744983064428,0.0015247909984752,0.00033265883216908017,0.00033265883216908017
BCDCBCB,0.000328647069563629,0.0,0.000328647069563629,0.000328647069563629
CBCFCDC,0.000328647069563629,0.0,0.000328647069563629,0.000328647069563629
BCBCFC,0.000328359298040789,0.0,0.000328359298040789,0.000328359298040789
BCDBCB,0.000328359298040789,0.0,0.000328359298040789,0.000328359298040789
DCDCBC,0.000328359298040789,0.0,0.000328359298040789,0.000328359298040789
DBCDCD,0.000328359298040789,0.0,0.000328359298040789,0.000328359298040789
CFCDCD,0.000328359298040789,0.0,0.000328359298040789,0.000328359298040789
CDECBC,0.000328359298040789,0.0,0.000328359298040789,0.000328359298040789
ECBCFC,0.000328359298040789,0.0,0.000328359298040789,0.000328359298040789
FCDCDC,0.000328359298040789,0.0,0.000328359298040789,0.000328359298040789
CDBCDC,0.000328359298040789,0.0,0.000328359298040789,0.000328359298040789
CBDCBC,0.000328359298040789,0.0,0.000328359298040789,0.000328359298040789
BDFDB,0.000328072030036816,0.0,0.000328072030036816,0.000328072030036816
DEDCD,0.000328072030036816,0.0,0.000328072030036816,0.000328072030036816
BCBDB,0.000328072030036816,0.0,0.000328072030036816,0.000328072030036816
EDEDB,0.000328072030036816,0.0,0.000328072030036816,0.000328072030036816
CBCBF,0.000328072030036816,0.0,0.000328072030036816,0.000328072030036816
ECDEB,0.000328072030036816,0.0,0.000328072030036816,0.000328072030036816
EBCBC,0.000328072030036816,0.0,0.000328072030036816,0.000328072030036816
CBFCB,0.000328072030036816,0.0,0.000328072030036816,0.000328072030036816
CDFBC,0.000328072030036816,0.0,0.000328072030036816,0.000328072030036816
DEFB,0.000327785264231343,0.0,0.000327785264231343,0.000327785264231343
BEBD,0.000327785264231343,0.0,0.000327785264231343,0.000327785264231343
BEBC,0.000327785264231343,0.0,0.000327785264231343,0.000327785264231343
FEBC,0.000327785264231343,0.0,0.000327785264231343,0.000327785264231343
CFBCB,0.000145809791127474,0.000473584508524521,-0.000327774717397047,0.000327774717397047
DBG,0.000327498999308613,0.0,0.000327498999308613,0.000327498999308613
BDF,0.00156471744114115,0.00189135231690658,-0.0003266348757654299,0.0003266348757654299
CECBC,0.000692596507855502,0.000368343506630183,0.000324253001225319,0.000324253001225319
FDBC,0.00069199111337728,0.000368052999631947,0.000323938113745333,0.000323938113745333
DEDEC,0.0,0.000315723005683014,-0.000315723005683014,0.000315723005683014
ECECD,0.0,0.000315723005683014,-0.000315723005683014,0.000315723005683014
EFEBE,0.0,0.000315723005683014,-0.000315723005683014,0.000315723005683014
BFCFC,0.0,0.000315723005683014,-0.000315723005683014,0.000315723005683014
FCFCF,0.0,0.000315723005683014,-0.000315723005683014,0.000315723005683014
CHEC,0.0,0.000315473999684526,-0.000315473999684526,0.000315473999684526
BCDH,0.0,0.000315473999684526,-0.000315473999684526,0.000315473999684526
HECB,0.0,0.000315473999684526,-0.000315473999684526,0.000315473999684526
DCDH,0.0,0.000315473999684526,-0.000315473999684526,0.000315473999684526
EBH,0.0,0.000315225386151098,-0.000315225386151098,0.000315225386151098
FCEB,0.000109261754743781,0.000420631999579368,-0.00031137024483558697,0.00031137024483558697
DFH,0.000109166333102871,0.00042030051486813,-0.000311134181765259,0.000311134181765259
BCED,0.000728411698291874,0.000420631999579368,0.000307779698712506,0.000307779698712506
CBCBCD,0.000620234229632602,0.000315972405076623,0.000304261824555979,0.000304261824555979
EDCD,0.000619149943548093,0.000315473999684526,0.000303675943863567,0.000303675943863567
HCDC,0.000619149943548093,0.000315473999684526,0.000303675943863567,0.000303675943863567
FEB,0.000800553109421054,0.00110328885152884,-0.0003027357421077861,0.0003027357421077861
FCBCD,0.000984216090110451,0.000684066512313197,0.00030014957779725404,0.00030014957779725404
ECBCE,0.000510334268946159,0.000210482003788676,0.00029985226515748297,0.00029985226515748297
DCFCD,0.000510334268946159,0.000210482003788676,0.00029985226515748297,0.00029985226515748297
FDB,0.00229249299516029,0.00199642744562362,0.00029606554953666995,0.00029606554953666995
EDEDE,0.000874858746764845,0.000578825510418859,0.000296033236345986,0.000296033236345986
CBCBCDC,0.000292130728501004,0.0,0.000292130728501004,0.000292130728501004
BCFCBCD,0.000292130728501004,0.0,0.000292130728501004,0.000292130728501004
CFCDCDC,0.000292130728501004,0.0,0.000292130728501004,0.000292130728501004
CFCBCDC,0.000292130728501004,0.0,0.000292130728501004,0.000292130728501004
CFCFCB,0.000291874931591812,0.0,0.000291874931591812,0.000291874931591812
DCFCDC,0.000291874931591812,0.0,0.000291874931591812,0.000291874931591812
CFCFCD,0.000291874931591812,0.0,0.000291874931591812,0.000291874931591812
CFCDCE,0.000291874931591812,0.0,0.000291874931591812,0.000291874931591812
FCDCBC,0.000291874931591812,0.0,0.000291874931591812,0.000291874931591812
EBED,0.000764832283206468,0.000473210999526789,0.00029162128367967897,0.00029162128367967897
BECDC,0.000291619582254948,0.0,0.000291619582254948,0.000291619582254948
DCEFB,0.000291619582254948,0.0,0.000291619582254948,0.000291619582254948
DBDFD,0.000291619582254948,0.0,0.000291619582254948,0.000291619582254948
BCFDB,0.000291619582254948,0.0,0.000291619582254948,0.000291619582254948
CBDCE,0.000291619582254948,0.0,0.000291619582254948,0.000291619582254948
DCBH,0.000291364679316749,0.0,0.000291364679316749,0.000291364679316749
FBDC,0.000291364679316749,0.0,0.000291364679316749,0.000291364679316749
ECBG,0.000291364679316749,0.0,0.000291364679316749,0.000291364679316749
BDBE,0.000291364679316749,0.0,0.000291364679316749,0.000291364679316749
FBG,0.000291110221607656,0.0,0.000291110221607656,0.000291110221607656
GBD,0.000291110221607656,0.0,0.000291110221607656,0.000291110221607656
FGC,0.000291110221607656,0.0,0.000291110221607656,0.000291110221607656
BCG,0.000291110221607656,0.0,0.000291110221607656,0.000291110221607656
FDH,0.000181943888504785,0.000472838079226647,-0.000290894190721862,0.000290894190721862
DCFCB,0.000656144060073633,0.000368343506630183,0.00028780055344345003,0.00028780055344345003
CECEC,0.000291619582254948,0.000578825510418859,-0.00028720592816391103,0.00028720592816391103
ECED,0.000291364679316749,0.000578368999421631,-0.00028700432010488194,0.00028700432010488194
CDCEB,0.000546786716728028,0.000263102504735845,0.000283684211992183,0.000283684211992183
BHD,0.000545831665514355,0.000262687821792581,0.000283143843721774,0.000283143843721774
BFE,0.000400276554710527,0.000682988336660712,-0.00028271178195018505,0.00028271178195018505
DCDB,0.000874094037950249,0.00115673799884326,-0.00028264396089301095,0.00028264396089301095
